1、不同阈值下的聚类实现 
 +------------+-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+--------------------+---------------------------------------------------------------------------------------------------------------------------------------------------------------+---------------------------------------------------------+--------------------------------------------------------------------------+-----------------------------+------------------------------+------------------------------+------------------------------+--------------------------------------------------------------+--------------------------------------------------------------+--------------------------------------------------------------+--------------------------------------------------------------+--------------------------------------------------------------+--------------------------------------------------------------+--------------------------------------------------------------+--------------------------------------------------------------+--------------------------------------------------------------+--------------------------------------------------------------+--------------------------------------------------------------+----------------------------------------------------+----------------------------------------------------+----------------------------------------------------+----------------------------------------------------+----------------------------------------------------+------------------------------------------+------------------------------------------+------------------------------------------+------------------------------------------+------------------------------------------+--------------------------------+--------------------------------+--------------------------------+----------------------+------------+------------+------------+
|    阈值    |                                                                                                                                                                      类别1                                                                                                                                                                    |        类别2       |                                                                              类别3                                                                            |                           类别4                         |                                   类别5                                  |             类别6           |             类别7            |             类别8            |             类别9            |                            类别10                            |                            类别11                            |                            类别12                            |                            类别13                            |                            类别14                            |                            类别15                            |                            类别16                            |                            类别17                            |                            类别18                            |                            类别19                            |                            类别20                            |                       类别21                       |                       类别22                       |                       类别23                       |                       类别24                       |                       类别25                       |                  类别26                  |                  类别27                  |                  类别28                  |                  类别29                  |                  类别30                  |             类别31             |             类别32             |             类别33             |        类别34        |   类别35   |   类别36   |   类别37   |
+------------+-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+--------------------+---------------------------------------------------------------------------------------------------------------------------------------------------------------+---------------------------------------------------------+--------------------------------------------------------------------------+-----------------------------+------------------------------+------------------------------+------------------------------+--------------------------------------------------------------+--------------------------------------------------------------+--------------------------------------------------------------+--------------------------------------------------------------+--------------------------------------------------------------+--------------------------------------------------------------+--------------------------------------------------------------+--------------------------------------------------------------+--------------------------------------------------------------+--------------------------------------------------------------+--------------------------------------------------------------+----------------------------------------------------+----------------------------------------------------+----------------------------------------------------+----------------------------------------------------+----------------------------------------------------+------------------------------------------+------------------------------------------+------------------------------------------+------------------------------------------+------------------------------------------+--------------------------------+--------------------------------+--------------------------------+----------------------+------------+------------+------------+
| 1.00000000 |                                                                                                                                                                    HNXSQ-1;                                                                                                                                                                   |      HNXSQ-2;      |                                                                            HNXSQ-3;                                                                           |                         HNXSQ-4;                        |                                 HNXSQ-5;                                 |           HNXSQ-6;          |           HNXSQ-7;           |           HNXSQ-8;           |           HNXSQ-9;           |                          HNXSQ-10;                           |                          HNXSQ-11;                           |                          HNXSQ-12;                           |                          HNXSQ-13;                           |                          HNXSQ-14;                           |                          HNXSQ-15;                           |                          HNXSQ-16;                           |                          HNXSQ-17;                           |                          HNXSQ-18;                           |                          HNXSQ-19;                           |                          HNXSQ-20;                           |                     HNXSQ-21;                      |                     HNXSQ-22;                      |                     HNXSQ-23;                      |                     HNXSQ-24;                      |                     HNXSQ-25;                      |                HNXSQ-26;                 |                HNXSQ-27;                 |                HNXSQ-28;                 |                HNXSQ-SH1;                |                HNXSQ-SH2;                |           HNXSQ-SH3;           |           HNXSQ-SH4;           |           HNXSQ-SH5;           |      HNXSQ-SH6;      | HNXSQ-SH7; | HNXSQ-SH8; | HNXSQ-SH9; |
| 0.99464964 |                                                                                                                                                                    HNXSQ-1;                                                                                                                                                                   |      HNXSQ-2;      |                                                                            HNXSQ-3;                                                                           |                         HNXSQ-4;                        |                                 HNXSQ-5;                                 |           HNXSQ-6;          |       HNXSQ-7;HNXSQ-9;       |           HNXSQ-8;           |          HNXSQ-10;           |                          HNXSQ-11;                           |                          HNXSQ-12;                           |                          HNXSQ-13;                           |                          HNXSQ-14;                           |                          HNXSQ-15;                           |                          HNXSQ-16;                           |                          HNXSQ-17;                           |                          HNXSQ-18;                           |                          HNXSQ-19;                           |                          HNXSQ-20;                           |                          HNXSQ-21;                           |                     HNXSQ-22;                      |                     HNXSQ-23;                      |                     HNXSQ-24;                      |                     HNXSQ-25;                      |                     HNXSQ-26;                      |                HNXSQ-27;                 |                HNXSQ-28;                 |                HNXSQ-SH1;                |                HNXSQ-SH2;                |                HNXSQ-SH3;                |           HNXSQ-SH4;           |           HNXSQ-SH5;           |           HNXSQ-SH6;           |      HNXSQ-SH7;      | HNXSQ-SH8; | HNXSQ-SH9; |    None    |
| 0.97923467 |                                                                                                                                                                    HNXSQ-1;                                                                                                                                                                   |      HNXSQ-2;      |                                                                            HNXSQ-3;                                                                           |                         HNXSQ-4;                        |                                 HNXSQ-5;                                 |           HNXSQ-6;          |       HNXSQ-7;HNXSQ-9;       |           HNXSQ-8;           |          HNXSQ-10;           |                          HNXSQ-11;                           |                          HNXSQ-12;                           |                          HNXSQ-13;                           |                          HNXSQ-14;                           |                          HNXSQ-15;                           |                          HNXSQ-16;                           |                          HNXSQ-17;                           |                          HNXSQ-18;                           |                          HNXSQ-19;                           |                          HNXSQ-20;                           |                          HNXSQ-21;                           |                     HNXSQ-22;                      |                     HNXSQ-23;                      |                     HNXSQ-24;                      |                     HNXSQ-25;                      |                     HNXSQ-26;                      |                HNXSQ-27;                 |                HNXSQ-28;                 |                HNXSQ-SH1;                |                HNXSQ-SH2;                |                HNXSQ-SH3;                |           HNXSQ-SH4;           |           HNXSQ-SH5;           |           HNXSQ-SH6;           | HNXSQ-SH7;HNXSQ-SH9; | HNXSQ-SH8; |    None    |    None    |
| 0.97692828 |                                                                                                                                                                    HNXSQ-1;                                                                                                                                                                   |      HNXSQ-2;      |                                                                            HNXSQ-3;                                                                           |                         HNXSQ-4;                        |                                 HNXSQ-5;                                 |           HNXSQ-6;          |       HNXSQ-7;HNXSQ-9;       |           HNXSQ-8;           |          HNXSQ-10;           |                          HNXSQ-11;                           |                          HNXSQ-12;                           |                          HNXSQ-13;                           |                          HNXSQ-14;                           |                          HNXSQ-15;                           |                          HNXSQ-16;                           |                          HNXSQ-17;                           |                          HNXSQ-18;                           |                          HNXSQ-19;                           |                          HNXSQ-20;                           |                          HNXSQ-21;                           |                     HNXSQ-22;                      |                     HNXSQ-23;                      |                     HNXSQ-24;                      |                     HNXSQ-25;                      |                     HNXSQ-26;                      |                HNXSQ-27;                 |                HNXSQ-28;                 |                HNXSQ-SH1;                |                HNXSQ-SH2;                |                HNXSQ-SH3;                |           HNXSQ-SH4;           |           HNXSQ-SH5;           | HNXSQ-SH6;HNXSQ-SH7;HNXSQ-SH9; |      HNXSQ-SH8;      |    None    |    None    |    None    |
| 0.97530320 |                                                                                                                                                                    HNXSQ-1;                                                                                                                                                                   |      HNXSQ-2;      |                                                                            HNXSQ-3;                                                                           |                         HNXSQ-4;                        |                                 HNXSQ-5;                                 |           HNXSQ-6;          |       HNXSQ-7;HNXSQ-9;       |           HNXSQ-8;           |          HNXSQ-10;           |                          HNXSQ-11;                           |                          HNXSQ-12;                           |                          HNXSQ-13;                           |                          HNXSQ-14;                           |                     HNXSQ-15;HNXSQ-SH5;                      |                          HNXSQ-16;                           |                          HNXSQ-17;                           |                          HNXSQ-18;                           |                          HNXSQ-19;                           |                          HNXSQ-20;                           |                          HNXSQ-21;                           |                     HNXSQ-22;                      |                     HNXSQ-23;                      |                     HNXSQ-24;                      |                     HNXSQ-25;                      |                     HNXSQ-26;                      |                HNXSQ-27;                 |                HNXSQ-28;                 |                HNXSQ-SH1;                |                HNXSQ-SH2;                |                HNXSQ-SH3;                |           HNXSQ-SH4;           | HNXSQ-SH6;HNXSQ-SH7;HNXSQ-SH9; |           HNXSQ-SH8;           |         None         |    None    |    None    |    None    |
| 0.97382483 |                                                                                                                                                                    HNXSQ-1;                                                                                                                                                                   |      HNXSQ-2;      |                                                                            HNXSQ-3;                                                                           |                         HNXSQ-4;                        |                            HNXSQ-5;HNXSQ-17;                             |           HNXSQ-6;          |       HNXSQ-7;HNXSQ-9;       |           HNXSQ-8;           |          HNXSQ-10;           |                          HNXSQ-11;                           |                          HNXSQ-12;                           |                          HNXSQ-13;                           |                          HNXSQ-14;                           |                     HNXSQ-15;HNXSQ-SH5;                      |                          HNXSQ-16;                           |                          HNXSQ-18;                           |                          HNXSQ-19;                           |                          HNXSQ-20;                           |                          HNXSQ-21;                           |                          HNXSQ-22;                           |                     HNXSQ-23;                      |                     HNXSQ-24;                      |                     HNXSQ-25;                      |                     HNXSQ-26;                      |                     HNXSQ-27;                      |                HNXSQ-28;                 |                HNXSQ-SH1;                |                HNXSQ-SH2;                |                HNXSQ-SH3;                |                HNXSQ-SH4;                | HNXSQ-SH6;HNXSQ-SH7;HNXSQ-SH9; |           HNXSQ-SH8;           |              None              |         None         |    None    |    None    |    None    |
| 0.96008259 |                                                                                                                                                                    HNXSQ-1;                                                                                                                                                                   |      HNXSQ-2;      |                                                                            HNXSQ-3;                                                                           |                         HNXSQ-4;                        |                        HNXSQ-5;HNXSQ-17;HNXSQ-19;                        |           HNXSQ-6;          |       HNXSQ-7;HNXSQ-9;       |           HNXSQ-8;           |          HNXSQ-10;           |                          HNXSQ-11;                           |                          HNXSQ-12;                           |                          HNXSQ-13;                           |                          HNXSQ-14;                           |                     HNXSQ-15;HNXSQ-SH5;                      |                          HNXSQ-16;                           |                          HNXSQ-18;                           |                          HNXSQ-20;                           |                          HNXSQ-21;                           |                          HNXSQ-22;                           |                          HNXSQ-23;                           |                     HNXSQ-24;                      |                     HNXSQ-25;                      |                     HNXSQ-26;                      |                     HNXSQ-27;                      |                     HNXSQ-28;                      |                HNXSQ-SH1;                |                HNXSQ-SH2;                |                HNXSQ-SH3;                |                HNXSQ-SH4;                |      HNXSQ-SH6;HNXSQ-SH7;HNXSQ-SH9;      |           HNXSQ-SH8;           |              None              |              None              |         None         |    None    |    None    |    None    |
| 0.95850883 |                                                                                                                                                                    HNXSQ-1;                                                                                                                                                                   |      HNXSQ-2;      |                                                                            HNXSQ-3;                                                                           |                         HNXSQ-4;                        |                        HNXSQ-5;HNXSQ-17;HNXSQ-19;                        |           HNXSQ-6;          |       HNXSQ-7;HNXSQ-9;       |           HNXSQ-8;           |          HNXSQ-10;           |                          HNXSQ-11;                           |                          HNXSQ-12;                           |                          HNXSQ-13;                           |                          HNXSQ-14;                           |                     HNXSQ-15;HNXSQ-SH5;                      |                          HNXSQ-16;                           |                          HNXSQ-18;                           |                          HNXSQ-20;                           |                          HNXSQ-21;                           |                          HNXSQ-22;                           |                          HNXSQ-23;                           |                     HNXSQ-24;                      |                     HNXSQ-25;                      |                     HNXSQ-26;                      |                     HNXSQ-27;                      |                     HNXSQ-28;                      |                HNXSQ-SH1;                |                HNXSQ-SH2;                |                HNXSQ-SH3;                |                HNXSQ-SH4;                | HNXSQ-SH6;HNXSQ-SH7;HNXSQ-SH8;HNXSQ-SH9; |              None              |              None              |              None              |         None         |    None    |    None    |    None    |
| 0.95806387 |                                                                                                                                                                    HNXSQ-1;                                                                                                                                                                   |      HNXSQ-2;      |                                                                            HNXSQ-3;                                                                           |                    HNXSQ-4;HNXSQ-21;                    |                        HNXSQ-5;HNXSQ-17;HNXSQ-19;                        |           HNXSQ-6;          |       HNXSQ-7;HNXSQ-9;       |           HNXSQ-8;           |          HNXSQ-10;           |                          HNXSQ-11;                           |                          HNXSQ-12;                           |                          HNXSQ-13;                           |                          HNXSQ-14;                           |                     HNXSQ-15;HNXSQ-SH5;                      |                          HNXSQ-16;                           |                          HNXSQ-18;                           |                          HNXSQ-20;                           |                          HNXSQ-22;                           |                          HNXSQ-23;                           |                          HNXSQ-24;                           |                     HNXSQ-25;                      |                     HNXSQ-26;                      |                     HNXSQ-27;                      |                     HNXSQ-28;                      |                     HNXSQ-SH1;                     |                HNXSQ-SH2;                |                HNXSQ-SH3;                |                HNXSQ-SH4;                | HNXSQ-SH6;HNXSQ-SH7;HNXSQ-SH8;HNXSQ-SH9; |                   None                   |              None              |              None              |              None              |         None         |    None    |    None    |    None    |
| 0.95804983 |                                                                                                                                                                    HNXSQ-1;                                                                                                                                                                   |      HNXSQ-2;      |                                                                            HNXSQ-3;                                                                           |                    HNXSQ-4;HNXSQ-21;                    |                        HNXSQ-5;HNXSQ-17;HNXSQ-19;                        |           HNXSQ-6;          |       HNXSQ-7;HNXSQ-9;       |           HNXSQ-8;           |          HNXSQ-10;           |                          HNXSQ-11;                           |                          HNXSQ-12;                           |                          HNXSQ-13;                           |                          HNXSQ-14;                           |                     HNXSQ-15;HNXSQ-SH5;                      |                          HNXSQ-16;                           |                          HNXSQ-18;                           |                          HNXSQ-20;                           |                     HNXSQ-22;HNXSQ-SH2;                      |                          HNXSQ-23;                           |                          HNXSQ-24;                           |                     HNXSQ-25;                      |                     HNXSQ-26;                      |                     HNXSQ-27;                      |                     HNXSQ-28;                      |                     HNXSQ-SH1;                     |                HNXSQ-SH3;                |                HNXSQ-SH4;                | HNXSQ-SH6;HNXSQ-SH7;HNXSQ-SH8;HNXSQ-SH9; |                   None                   |                   None                   |              None              |              None              |              None              |         None         |    None    |    None    |    None    |
| 0.95773842 |                                                                                                                                                                    HNXSQ-1;                                                                                                                                                                   |      HNXSQ-2;      |                                                                       HNXSQ-3;HNXSQ-20;                                                                       |                    HNXSQ-4;HNXSQ-21;                    |                        HNXSQ-5;HNXSQ-17;HNXSQ-19;                        |           HNXSQ-6;          |       HNXSQ-7;HNXSQ-9;       |           HNXSQ-8;           |          HNXSQ-10;           |                          HNXSQ-11;                           |                          HNXSQ-12;                           |                          HNXSQ-13;                           |                          HNXSQ-14;                           |                     HNXSQ-15;HNXSQ-SH5;                      |                          HNXSQ-16;                           |                          HNXSQ-18;                           |                     HNXSQ-22;HNXSQ-SH2;                      |                          HNXSQ-23;                           |                          HNXSQ-24;                           |                          HNXSQ-25;                           |                     HNXSQ-26;                      |                     HNXSQ-27;                      |                     HNXSQ-28;                      |                     HNXSQ-SH1;                     |                     HNXSQ-SH3;                     |                HNXSQ-SH4;                | HNXSQ-SH6;HNXSQ-SH7;HNXSQ-SH8;HNXSQ-SH9; |                   None                   |                   None                   |                   None                   |              None              |              None              |              None              |         None         |    None    |    None    |    None    |
| 0.94925427 |                                                                                                                                                                    HNXSQ-1;                                                                                                                                                                   |      HNXSQ-2;      |                                                                       HNXSQ-3;HNXSQ-20;                                                                       |                    HNXSQ-4;HNXSQ-21;                    |                        HNXSQ-5;HNXSQ-17;HNXSQ-19;                        |           HNXSQ-6;          |       HNXSQ-7;HNXSQ-9;       |           HNXSQ-8;           |          HNXSQ-10;           |                          HNXSQ-11;                           |                          HNXSQ-12;                           |                          HNXSQ-13;                           |                          HNXSQ-14;                           |                 HNXSQ-15;HNXSQ-28;HNXSQ-SH5;                 |                          HNXSQ-16;                           |                          HNXSQ-18;                           |                     HNXSQ-22;HNXSQ-SH2;                      |                          HNXSQ-23;                           |                          HNXSQ-24;                           |                          HNXSQ-25;                           |                     HNXSQ-26;                      |                     HNXSQ-27;                      |                     HNXSQ-SH1;                     |                     HNXSQ-SH3;                     |                     HNXSQ-SH4;                     | HNXSQ-SH6;HNXSQ-SH7;HNXSQ-SH8;HNXSQ-SH9; |                   None                   |                   None                   |                   None                   |                   None                   |              None              |              None              |              None              |         None         |    None    |    None    |    None    |
| 0.94628994 |                                                                                                                                                                    HNXSQ-1;                                                                                                                                                                   |      HNXSQ-2;      |                                                                       HNXSQ-3;HNXSQ-20;                                                                       |                    HNXSQ-4;HNXSQ-21;                    |                        HNXSQ-5;HNXSQ-17;HNXSQ-19;                        |           HNXSQ-6;          |       HNXSQ-7;HNXSQ-9;       |           HNXSQ-8;           |          HNXSQ-10;           |                          HNXSQ-11;                           |                          HNXSQ-12;                           |                          HNXSQ-13;                           |                          HNXSQ-14;                           |                 HNXSQ-15;HNXSQ-28;HNXSQ-SH5;                 |                          HNXSQ-16;                           |                          HNXSQ-18;                           |                     HNXSQ-22;HNXSQ-SH2;                      |                          HNXSQ-23;                           |                          HNXSQ-24;                           |                          HNXSQ-25;                           |                     HNXSQ-26;                      |                     HNXSQ-27;                      |                     HNXSQ-SH1;                     |                     HNXSQ-SH3;                     | HNXSQ-SH4;HNXSQ-SH6;HNXSQ-SH7;HNXSQ-SH8;HNXSQ-SH9; |                   None                   |                   None                   |                   None                   |                   None                   |                   None                   |              None              |              None              |              None              |         None         |    None    |    None    |    None    |
| 0.94178679 |                                                                                                                                                                    HNXSQ-1;                                                                                                                                                                   |      HNXSQ-2;      |                                                                       HNXSQ-3;HNXSQ-20;                                                                       |                    HNXSQ-4;HNXSQ-21;                    |                        HNXSQ-5;HNXSQ-17;HNXSQ-19;                        |           HNXSQ-6;          |       HNXSQ-7;HNXSQ-9;       |           HNXSQ-8;           |          HNXSQ-10;           |                          HNXSQ-11;                           |                      HNXSQ-12;HNXSQ-27;                      |                          HNXSQ-13;                           |                          HNXSQ-14;                           |                 HNXSQ-15;HNXSQ-28;HNXSQ-SH5;                 |                          HNXSQ-16;                           |                          HNXSQ-18;                           |                     HNXSQ-22;HNXSQ-SH2;                      |                          HNXSQ-23;                           |                          HNXSQ-24;                           |                          HNXSQ-25;                           |                     HNXSQ-26;                      |                     HNXSQ-SH1;                     |                     HNXSQ-SH3;                     | HNXSQ-SH4;HNXSQ-SH6;HNXSQ-SH7;HNXSQ-SH8;HNXSQ-SH9; |                        None                        |                   None                   |                   None                   |                   None                   |                   None                   |                   None                   |              None              |              None              |              None              |         None         |    None    |    None    |    None    |
| 0.93742634 |                                                                                                                                                                    HNXSQ-1;                                                                                                                                                                   |      HNXSQ-2;      |                                                                       HNXSQ-3;HNXSQ-20;                                                                       |                    HNXSQ-4;HNXSQ-21;                    |                        HNXSQ-5;HNXSQ-17;HNXSQ-19;                        |           HNXSQ-6;          |       HNXSQ-7;HNXSQ-9;       |           HNXSQ-8;           |          HNXSQ-10;           |                          HNXSQ-11;                           |                      HNXSQ-12;HNXSQ-27;                      |                          HNXSQ-13;                           |                          HNXSQ-14;                           |                 HNXSQ-15;HNXSQ-28;HNXSQ-SH5;                 |                          HNXSQ-16;                           |                          HNXSQ-18;                           |                 HNXSQ-22;HNXSQ-25;HNXSQ-SH2;                 |                          HNXSQ-23;                           |                          HNXSQ-24;                           |                          HNXSQ-26;                           |                     HNXSQ-SH1;                     |                     HNXSQ-SH3;                     | HNXSQ-SH4;HNXSQ-SH6;HNXSQ-SH7;HNXSQ-SH8;HNXSQ-SH9; |                        None                        |                        None                        |                   None                   |                   None                   |                   None                   |                   None                   |                   None                   |              None              |              None              |              None              |         None         |    None    |    None    |    None    |
